código,glosa,clasificación,clasificación_normalizada
100/114/2011-665,EFECTO DEL ESTRADIOL Y SUS ANALOGOS EN EL CANAL DE POTASIO DEPENDIENTE DE VOLTAJE Y CALCIO (BK) MODULADOS POR LAS SUBUNIDADES BETAS,salud,salud
100/109/2011-465,LA COMPOSICION DE AZUCARES DEL FLOEMA: SU EFECTO EN LA TRANSMISION PLANTA - VIRUS MEDIADA POR AFIDOS,otro,otro
100/109/2011-552,MODELACION MATEMATICA DEL COMPORTAMIENTO DE ELASTOMEROS MAGNETO - ACTIVOS,otro,otro
100/109/2011-607,ESTUDIO SOBRE LA CAPTURA DE ELECTRONES SOLVATADOS EN LA INTERFAZ AGUA - VACIO POR MOLECULAS DEL AMBITO BIOLOGICO,otro,otro
100/109/2011-622,MODELAMIENTO DE ERRORES DE CANAL PARA SISTEMAS CELULARES CON ESTACIONES BASE COORDINADAS,otro,otro
100/109/2011-648,EN EL MARCO DEL PRESENTE PROYECTO PLANIFICAMOS ESTUDIAR LOS ASPECTOS FENOMENOLOGICOS Y TEORICOS DE VIOLACION DE LOS NUMEROS LEPTONICOS Y BARYONICOS (JUSTIFICACION),otro,otro
100/109/2011-653,EFFICIENT PRECONDITIONING FOR NUMERICAL METHODS FOR SINGULARLY PERTURBED NONLINEAR SCHRODINGER PROBLEMS,otro,otro
100/109/2011-670,MODELING OF POROELASTIC TISSUES IN MAGNETIC RESONANCE ELASTOGRAPHY:NUMERICAL SIMULATIONS AND PARAMETER ESTIMATION,salud,salud
EAA10008,BOULEVARD DE LA CIENCIA,otro,otro
EAA10012,LA RUTA DE LOS PLAGUICIDAS,salud,salud
EAA10015,SEMBRANDO PROMESA,otro,otro
EAA10022,FESTIVAL CIENTIFICO DE AVES MIGRATORIAS DE CHILOE,otro,otro
EAA10026,CONCURSO DE ROBOTICA EN LA ARAUCANIA: ¡A CUMPLIR EL DESAFIO!,otro,otro
EAA10027,"EL VALOR SALUD, DE LA ALIMENTACION ANCESTRAL",salud,salud
EAA10034,I OLIMPIADAS ESCOLARESDE GEOGRAFIA,otro,otro
80120001,"DERECHOS EN CONFLICTO, DERECHOS EN DEBATE: DISCUSIONES ENTRE LA ETICA NORMATIVA, LA FILOSOFIA POLITICA Y LA TEORIA DE LA ARGUMENTACION JURIDICA.",otro,otro
80120002,DESARROLLO DE UNA LINEA DE INVESTIGACION TRANSCULTURAL EN EL AREA DE DEPRESION EN ADULTOS MAYORES,salud,salud
80120003,ASESORIA Y DISEÑO DE LABORATORIO BIOLOGIA MOLECULAR APLICADA A LA REPRODUCCION Y ESTUDIO DE GAMETOS,salud,salud
80120004,"ECOLOGIA Y EVLOUCION DESDE UNA PERSPECTIVA COMUNITARIA: TRAMAS TROFICAS, PLASTICIDAD Y ADAPTACION",otro,otro
80120005,CONTROL DE PLAGAS DE FRUTALES CON VOLATILES DE PLANTAS,otro,otro
80120008,METODOLOGIA PARA LA CONSTRUCCION DE SISTEMAS INFORMATICOS SEGUROS Y CONFIABLES,otro,otro
80120010,METODOLOGIAS DE INVESTIGACION SOCIAL EN CHILE. REDES PARA LA EXCELENCIA DE LAS CIENCIAS SOCIALES,otro,otro
80120011,"FORTALECIMIENTO DEL POSTGRADO, INTERCAMBIO DE CONOCIMIENTOS Y FORMACION DE REDES DEINVESTIGACION ENTRE LA UNIVERSIDAD DE CONCEPCION Y ALIGARH MUSLIM UNIVERSITY,INDIA",otro,otro
80120012,GENERACION DE LINEA INTERDISCIPLINARIA DE INVESTIGACION EN COMPETENCIAS PARENTALES EN FAMILIAS EN SITUACION DE VULNERABILIDAD SOCIAL,otro,otro
80120014,"INVESTIGACION Y DESARROLLO TECNICO EN ODONTOLOGIA FORENSE CON APLICACION CRIMINALISTICA, TANATOLOGICA Y ANTROPOLOGICA.",salud,salud
80120015,"CONSOLIDACION DE LA INVESTIGACION REGIONAL PARA ODONTOLOGIA, CIRUGIA ORAL Y MAXILOFACIAL Y FISIOLOGIA ORAL.",salud,salud
80120016,NANOBIOTECNOLOGIA AMBIENTAL,otro,otro
80120017,"METABOLITOS SECUNDARIOS EN HONGOS CHILENOS – SU CARACTERIZACION, POTENCIAL DE APLICACION E IMPORTANCIA PARA LA QUIMIOTAXONOMIA DE LA MICOBIOTA NATIVA",salud,salud
80120019,DESARROLLO DEL CANDIDATO VACUNAL RECOMBINANTE CONTRA AHNTAVIRUS PRODUCIDO EN LA LEVADURA METILOTROFICA PICHIA PASTORIS,salud,salud
80120020,EVALUACION Y DISEÑO DE SISTEMAS AGRICOLAS RESEINTES AL CAMBIO CLIMATICO,otro,otro
80120021,SINTESIS DE HETEROCICLOS Y MOLECULAS HIBRIDAS DE ESTAS CON PRODUCTOS NATURALES Y SU BIOACTIVIDAD,salud,salud
80120022,"FORTALECIMIENTO DE LA INVESTIGACION EN EDUCACION, INTERCULTURALIDAD Y GENERO",otro,otro
80120025,"FORTALECIMIENTO DE LA FARMACOPEA CHILENA DE LA UV, COMO ENTIDAD RESPONSABLE DE DESARROLLAR INVESTIGACION, INNOVACION, DOCENCIA Y EXTENSION EN METODOLOGIAS Y ESTRATEGIAS PARA LA CONCEPCION DE NORMAS TECNICAS QUE GARANTICEN LA CALIDAD DE LOS MEDICAMENTOS QUE SE COMERCIALIZAN EN CHILE",salud,salud
80120026,ALIANZA INTERNACIONAL PARA LA VALIDACION DE HERRAMIENTAS EDUCATIVAS EN CLIMA ESCOLAR,otro,otro
80120027,FORTALECIMIENTO DEL AREA DE AGRICULTURA DE PRECISION EN LA U. DE TALCA,otro,otro
80120030,"FORTALECIMIENTO RED DE FISICA DE ALTAS ENERGIAS, MODULO GRAVITACION Y COSMOLOGIA PUCV-UAI-UNIVERSITE PARIS DIDEROT-PARIS 7",otro,otro
80120032,FORTALECIMIENTO DE LA LINEA DE TEORIA EN NUMEROS EN LOS PROGRAMAS DE POSTGRADO EN MATEMATICAS DE LA UNIVERSIDAD DE VALPARAISO Y PUCV,otro,otro
80120035,MODELACION DE CULTIVOS MICROBIANOS DE AMBIENTES EXTREMOS A PARTIR DE RESULTADOS DE METAGENOMAS Y METATRANSCRIPTOMAS,otro,otro
80120037,EFECTOS DE LAS OPERACIONES FORESTALES EN LAS TASAS DE TRANSPORTE DE SEDIMENTOS EN CUENCAS BAJO PLANTACIONES Y DE ALTERACIONES NATURALES EN LA DINAMICA DE SEDIMENTOS EN CUENCAS DE MONTAÑA,otro,otro
80120038,MODELAMIENTO ESTOCASTICO PARA LA CUANTIFICACION DE LA INCERTIDUMBRE CON APLICACIONES A LOS ESTUDIOS DEL CAMBIO CLIMATICO,otro,otro
80120041,"ARQUELOGIA DE CAZADORES-RECOLECTORES DE LA PORCION MERIDIONAL DE LOS ANDES CENTRO-SUR: INVESTIGACION, DOCENCIA Y DIVULGACION",otro,otro
80120042,FORTALECIMIENTO DE LAS CAPACIDADES CIENTIFICAS Y ACADEMICAS EN QUIMICA-FISICA DEL ESTADO SOLIDO,otro,otro
80120043,FORTALECIMIENTO DEL AREA RECUPERACION DE LA INFORMACION Y BASES DE DATOS,otro,otro
80120044,"TICS: ESTRATEGIAS Y MODELOS DE USO EFECTIVO PARA EL DESARROLLO DE LA ""CONCIENCIA MUMERICA"" EN NIÑOS Y NIÑAS DE CICLO EDUCACTIVO INICIAL",otro,otro
80120048,HACIA UNA INTEGRACION ACADEMICA ORIENTADA A LA APLICACION DE INNOVACIONES EN INVESTIGACION Y DOCENCIA EN CONTEXTOS SOCIOCULTURALES DIVERSOS,otro,otro
80122001,PROGRAMA PARA EL FORTALECIMIENTO DE LA DOCENCIA E INVESTIGACION COLABORATIVA EN EL AREA DE BIOLOGIA Y CIENCIAS AMBIENTALES DE LA UCSC,otro,otro
80122002,MICORRIZAS ARBUSCULARES COMO AGENTES BIOPROTECTORES EN LA TOXICIDAD POR ALUMINIO Y/O METALES PESADOS,otro,otro
80122003,FORTALECIMIENTO DE LA INVESTIGACION Y DOCENCIA EN NEUROBIOLOGIA DE LA PLASTICIDAD SINAPTICA DEL APRENDIZAJE Y MEMORIA,salud,salud
80122004,ULTIMOS AVANCES EN REMOCION BIOLOGICA DE COMPUESTOS NITROGENADOS: APLICACION EN LA REALIDAD ACUICOLA CHILENA,otro,otro
80122005,MODELOS DE INVESTIGACION DE OPERACIONES PARA LA CADENA DE SUMINISTRO AGROINDUSTRIAL,otro,otro
80122006,"ASCIDIAS (CHORDATA) DEL ESTRECHO DE MAGALLANES, CHILE: BIODIVERSIDAD Y SU PAPEL EN PROGRAMAS DE VIGILANCIA DE INVASIONES BIOLOGICAS ASOCIADO A CAMBIO CLIMATICO AUSTRAL.",otro,otro
80122009,FORTALECIMIENTO DE CAPACIDADES CIENTIFICO-PROFESIONALES EN EL AREA DE INGENIERIA DE SOFTWARE,otro,otro
80122010,GENOMIC STUDIES AND MOLECULAR MARKER DEVELOPMENT IN THE CHILEAN STRAWBERRY,otro,otro
80122011,FORTALECIMIENTO DE LA INVESTIGACION EN PSICOLOGIA AMBIENTAL: ANALISIS TRANSCULTURAL DE LAS ACTITUDES Y CONDUCTAS HACIA EL MEDIO AMBIENTE CHILE-ESPAÑA,otro,otro
80122013,"NUEVAS METODOLOGIAS PARA INTEGRAR LA INVESTIGACION, EDUCACION Y CONSERVACION ECOLOGICA EN LA RESERVA DE BIOSFERA CABO DE HORNOS (CHILE) Y LATINOAMERICA",otro,otro
80122015,ACTIVIDAD INHIBITORIA DEL LATEX DE CARICA CANDAMARCENSIS SOBRE EL CRECIMIENTO DE BOTRYTIS CINEREA (HONGO PATOGENO DE PLANTAS) Y CANDIDA ALBICANS (HONGO PATOGENO HUMANO),salud,salud
80122017,ESTADIA EN CCTVAL APOYO GRUPO FISICA DE Y FORTALECIMIENTO PROYECTO HTTP://ANDESLAB.ORG/,otro,otro
80122018,CONTRIBUCIONES DESDE LA INVESTIGACION ETNOGRAFICA AL DESARROLLO HUMANO LOCAL Y REGIONAL EN CONTEXTOS MULTICULTURALES,otro,otro
80122019,NUBES INTEGRADORAS PARA DATOS BIOLOGICOS,otro,otro
80122020,SUELO-MICROORGANISMO-PLANTA CONTINUUM EN ANDISOLES DEL SUR DE CHILE,otro,otro
80122022,SISTEMAS AVANZADOS DE PRODUCCION DE MICROALGAS A PARTIR DE EFLUENTES Y AGUAS RECIRCULADAS,otro,otro
80122023,"ESTADIA DEL CIENTIFICO EXTRANJERO DR. JACK GILTRON, PARA EL FORTALECIMIENTO DE LAS CAPACIDADES Y COMPETENCIAS DE LOS INVESTIGADORES Y ALUMNOS DE POSTGRADO EN TECNOLOGIAS Y PROCESOS DE DESALINIZACION, EN LA UCN",otro,otro
80122026,FORTALECIMIENTO DE LA ESTADISTICA ESPACIAL CON APLICACIONES DE INTERES PARA EL DESARROLLO DEL PAIS,otro,otro
80122027,"MECANISMOS HOMEOSTATICOS CONTROLANDO LA SINTESIS, ALMACENAMIENTO, LIBERACION Y RECAPTURA DE LA DOPAMINA CEREBRAL: UN MODELO MATEMATICO",salud,salud
80122028,METODOS BAYESIANOS APLICADOS EN LA COMPARACION DE MODELOS EN DINAMICA DE FLUIDOS,otro,otro
80122032,LA FORMACION DE INVESTIGADORES EN METODOLOGIAS CUALITATIVAS EN EDUCACION,otro,otro
80122033,DIRECCIONES ASINTOTICAS DE SEGUNDO ORDEN EN TEORIA DE OPTIMIZACION,otro,otro
R12K1001,FORTALECIMIENTO DEL CAPITAL HUMANO AVANZADO DEL CENTRO REGIONAL CICITEM,otro,otro
CA12I10008,"DESARROLLO DE FORMULACIONES FARMACEUTICAS EN BASE A ALOE VERA (ALOE BARBADENSIS MILLER) Y ANTIMICROB IANOS DE USO HABITUAL EN SISTEMAS INTENSIVOS DE PRODUCCION ANIMAL, QUE PERMITAN DISMINUIR LAS DOSIS Y LOS PERIODOS DE CARENCIA DE ESTOS FARMACOS",salud,salud
CA12I10022,"DESARROLLO DE UN PREPARADO DE FITASA ACTIVA A BAJAS TEMPERATURAS (10-16°C) PARA SUPLEMENTAR ""IN VIVO DIETAS DE PECES CON ELEVADOS NIVELES DE PROTEINAS VEGETALES.",otro,otro
CA12I10023,"DESARROLLO, PRODUCCION Y CARACTERIZACION DE ANTICUERPOS RECOMBINANTES DE ORIGEN HUMANO ANTI MICA CON POTENCIAL TERAPEUTICO PARA EL TRATAMIENTO DE CANCER GASTRICO",salud,salud
CA12I10039,"DESARROLLO DE UN PROTOTIPO DE VACUNA MICROENCAPSULADA DE EFECTO PROLONGADO, CONTRA ANTIGENOS DE CL. CHAUVOEI Y CL. HAEMOLYTICUM, COMO MODELO DE SISTEMA DE PRODUCCION DE VACUNAS PARA EL SECTOR GANADERO",salud,salud
CA12I10047,DESARROLLO DE UNA MALLA DE CULTIVO ANTIFOULING PARA LA INDUSTRIA ACUICOLA BASADA EN POLIMEROS CON PARTICULAS DE COBRE,otro,otro
CA12I10054,DESARROLLO DE UN FUNGICIDA PRODUCIDO A PARTIR DE RESIDUOS DE LA INDUSTRIA VITIVINICOLA CONTRA EL HONGO FITOPATOGENO BOTRYTIS CINEREA,otro,otro
CA12I10061,PLATAFORMA INFORMATICA BASADA EN WEB-INTELLIGENCE Y HERRAMIENTAS DE ANALISIS DE EXPLORACION VISUAL PARA LA MEJORA DE LA ESTRUCTURA Y CONTENIDO DE SITIOS WEB (AKORI: ADVANCED KERNEL FOR OCULAR RESEARCH AND WEB INTELLIGENCE),otro,otro
CA12I10075,CIENCIAS INTEGRADAS: UNA PROPUESTA DE APOYO A LA EDUCACION FORMAL DE CIENCIAS EN LOS NIVELES DE 1º A 4º DE EDUCACION GENERAL BASICA,otro,otro
CA12I10076,MODELO DE EVALUACION DE CONDICIONES PARA EL EJERCICIO DE LA PARENTALIDAD (MECEP). EN EL MARCO DE LA POLITICA DE PROTECCION DE DERECHOS DE LA INFANCIA,otro,otro
CA12I10081,ITEXT ROUTING: RECONOCIMIENTO INTELIGENTE DE LAS INTENCIONES DEL USUARIOS PARA ENRUTAMIENTO DE LLAMDAS EN CALL CENTERS UTILIZANDO  TECNICAS DE ANALISIS SEMANTICO DE LENGUAJE NATURAL Y METODOS DE APRENDIZAJE AUTOMATICO,otro,otro
CA12I10086,LEVADURAS KILLER Y MICOPARASITICAS  ANTAGONICAS DE  BOTRYTIS CINEREA COMO  BIOFUNGICIDAS PARA EL CONTROL BIOLOGICO DE LA PUDRICION GRIS,otro,otro
CA12I10104,"GAS EN POLVO: UNA NUEVA HERRAMIENTA NANO - MICROTECNOLOGICA PARA CONTROLAR MADURACION, SENESCENCIA Y PUDRICIONES EN FRUTOS DE EXPORTACION EN POSTCOSECHA.",otro,otro
CA12I10110,DISEÑO DE UNA FORMULACION PARA USO FARMACEUTICO EFECTIVA CONTRA BACTERIAS MULTIRRESISTENTES DE IMPOR TANCIA MEDICA,salud,salud
CA12I10113,GESTION DE CALIDAD DE CAPACIDADES ORGANIZACIONALES DE FUNDACIONES Y CORPORACIONES DE EMPRENDIMIENTOS SOLIDARIOS,otro,otro
CA12I10116,DETERMINACION DE DOSIS DE RADIACION APLICADA A ALIMENTOS POR RESONANCIA DE SPIN ELECTRONICA  (ESR),otro,otro
CA12I10119,RECUPERACION DE AROMAS DURANTE LA FERMENTACION ENOLOGICA Y SU IMPACTO EN LA CAPACIDAD PRODUCTIVA Y LA ELABORACION DE VINOS DIFERENCIADOS AROMATICAMENTE.,otro,otro
CA12I10120,ESTIMULACION DE LA RECUPERACION LOCOMOTORA LUEGO DEL DAÑO A LA MEDULA ESPINAL UTILIZANDO ACTIVADORES VESICULARES DERIVADOS DE CELULAS GLIALES PERIFERICAS,salud,salud
CA12I10123,APROVECHAMIENTO DE CEPAS NATIVAS CHILENAS ASOCIADAS A TERROIR Y/O DENOMINACION DE ORIGEN PARA EL MEJORAMIENTO DE VINOS PREMIUM,otro,otro
CA12I10134,"EVALUACION DE TECNICAS DE MULTIPLICACION DE CYTTARIA ESPINOSAE Y GRIFOLA GARGAL Y DE SUS CAPACIDADES ANTIOXIDANTES, ANTICANCERIGENAS Y ANTIMICROBIANAS FRENTE A PATOGENOS DE INTERES CLINICO Y AGRICOLA",salud,salud
CA12I10142,OBTENCION DE BIOPRESERVANTES A PARTIR DE LOS EXTRAIBLES DE CORTEZA DE MADERA COMO ALTERNATIVA AL USO DE PLAGUICIDAS QUIMICO  SINTETICOS,otro,otro
CA12I10150,IDENTIFICACION Y DESARROLLO DE INHIBIDORES DE LA ENZIMA 11BETA-HSD1 PARA EL TRATAMIENTO DE LA HIPERTENSION ARTERIAL Y EL SINDROME METABOLICO,salud,salud
CA12I10152,PANEL DE MUTACIONES RECURRENTES EN CHILE EN LOS GENES BRCA1 Y BRCA2 EN PACIENTES CON CANCER DE MAMA Y/U OVARIO HEREDITARIO. DISEÑO DE UN SISTEMA COMERCIAL PARA DIAGNOSTICO GENETICO EN PACIENTES CHILENAS,salud,salud
CA12I10167,DISEÑO E IMPLEMENTACION DE UN NUEVO MANIPULADOR ROBOTICO REDUNDANTE DE 7 GDL PARA SISTEMAS MINEROS E INDUSTRIALES TOLERANTES A FALLAS,otro,otro
CA12I10186,DESARROLLO DE BARRAS INTERCELDA MODULADORAS DE CORRIENTE (BMC) PARA ELECTRO OBTENCION DE COBRE,otro,otro
CA12I10205,USO INTELIGENTE DE GASES PARA MEJORAR LA RECUPERACION EN CELDAS DE FLOTACION: APLICACION A CONCENTRADORAS DE COBRE Y MOLIBDENO,otro,otro
CA12I10206,"BUSQUEDA DE BIOMODULADORES DE INTERES AGRONOMICO MEDIANTE GENOMICA QUIMICA Y SU EVALUACION ""ECOTOXICOLOGICA""",otro,otro
CA12I10214,INGENIERIA GENETICA VIA TRANSFORMACION CLOROPLASTIDICA: PODEROSA HERRAMIENTA EN LA OPTIMIZACION DE LA BIOSINTESIS DE ASTAXANTINA EN HAEMATOCOCCUS PLUVIALIS,otro,otro
CA12I10221,"OBTENCION DE COMPUESTOS POLIFENOLICOS CON POTENCIAL HIPOGLICEMIANTE, A PARTIR DE LOS DESECHOS SOLIDOS DEL PROCESO DE VINIFICACION",salud,salud
CA12I10223,DISPOSITIVO AEREO PROGRAMABLE PARA EL DESARROLLO DE HABILIDADES LOGICO-MATEMATICA EN ESTUDIANTES DE NIVELES ESCOLARES INICIALES: E-DIVO,otro,otro
CA12I10224,ACTIVIDAD ANTIBACTERIANA DE LIQUENES ANTARTICOS CONTRA BACTERIAS PATOGENAS  MULTIRESISTENTES,salud,salud
CA12I10234,SISTEMA DE MODELAMIENTO DEL AMBIENTE FISICO DE APRENDIZAJE (MAFA) PARA EL MEJORAMIENTO DE LA CALIDAD DE LA EDUCACION PARVULARIA.,otro,otro
CA12I10235,DESARROLLO Y EXPERIMENTACION DE COMBUSTOR DE ASTILLAS DE MADERA,otro,otro
CA12I10236,ESTIMACION DE LA MADUREZ FENOLICA DE LA UVA BASADA EN IMAGENES DE LA SEMILLA,otro,otro
CA12I10243,"DISEÑO, DESARROLLO Y VALIDACION DE UN SISTEMA DE MONITOREO DE LA CONVIVENCIA ESCOLAR",otro,otro
CA12I10248,"EVALUACION DE ESTRATEGIAS MICROBIOLOGICAS, ENZIMATICAS Y OPERACIONALES PARA LA PRODUCCION DE VINO REDUCIDO EN ALCOHOL",otro,otro
CA12I10263,ELABORACION DE SIMULADOR VIRTUAL PARA EL APRENDIZAJE DE LA ANATOMIA Y FISIOLOGIA DEL SEGUNDO CICLO DE ENSEÑANZA BASICA,salud,salud
CA12I10280,DESARROLLO Y CARACTERIZACION DE MOLECULAS CON UTILIDAD CLINICA EN INTOXICACION AGUDA CON ETANOL,salud,salud
CA12I10288,DESARROLLO DE TECNOLOGIAS REPRODUCTIVAS PARA LA PRODUCCION DE PLANTAS DE QUILLAY CON PROCEDENCIAS SELECCIONADAS,otro,otro
CA12I10289,UTILIZACION DEL SECADO CONTINUO POR PRESION EN UN PROCESO INTEGRADO DE OBTENCION DE CHAPAS DE EUCALYPTUS NITENS DE ALTO VALOR AGREGADO,otro,otro
CA12I10296,INVESTIGACION Y DESARROLLO DE HERRAMIENTAS BIOINFORMATICAS PARA EL DISEÑO COSTO-EFECTIVO DE BIOSENSORES Y BIOINTERRUPTORES MOLECULARES,salud,salud
CA12I10298,"IDENTIFICACION, CARACTERIZACION Y DESARROLLO DE PEPTIDOS CON ACTIVIDAD ANTIMICROBIANA A PARTIR DEL VENENO DE ARACNIDOS ENDEMICOS DE CHILE",salud,salud
CA12I10307,ENVASES TERMOFORMADOS BIODEGRADABLE E INHIBIDORES DE MICROORGANISMOS FITOPATOGENOS Y SAPROFITOS.,otro,otro
CA12I10308,DISEÑO Y DESARROLLO DE UN PROTOTIPO INTEGRADO PARA LA SINTESIS MASIVA DE NANOESTRUCTURAS: APLICACION ES EN NANOCOMPUESTOS,otro,otro
CA12I10314,PROCESAMIENTO MASIVO DE EVENTOS EN TIEMPO REAL.,otro,otro
CA12I10322,SISTEMA FILTRANTE Y DESMETALIZANTE BASADO EN FIBRAS VEGETALES PARA VINOS. UN APORTE A LA CALIDAD DE LOS VINOS CHILENOS,otro,otro
CA12I10333,PLATAFORMA DE ESTUDIOS PRECLINICOS DE XENOTRANSPLANTES DE TEJIDOS METASTATICOS HUMANOS PARA LA EVALUACION DE SENSIBILIDAD A DROGAS ANTICANCERIGENAS.,salud,salud
CA12I10339,COMBUSTIBLE LIQUIDO PARA LA GENERACION DE ELECTRICIDAD A PARTIR DE BIOMASA FORESTAL,otro,otro
CA12I10349,INVESTIGANDO LAS PROPIEDADES INMUNOMODULATORIAS DE UNA NUEVA POBLACION STEM CELL DE FLUIDO MENSTRUAL RECIENTEMENTE CARACTERIZADA Y EXPLORACION DE SU APLICACION POTENCIAL EN ENFERMEDADES INFLAMATORIAS,salud,salud
CA12I10367,DESARROLLO DE UN ANTIDOTO PROFILACTICO PARA PREVENIR EL SINDROME CARDIOPULMONAR POR HANTAVIRUS,salud,salud
CA12I10371,CARACTERIZACION ESPECTRAL DE FASES FUNDIDAS Y REACCIONES A ALTA TEMPERATURA DE INTERES EN EL CONTROL Y DIAGNOSTICO DE PROCESOS DE LA PIROMETALURGIA DEL CU.,otro,otro
CA12I10372,SIEL: SISTEMA DE ESTIMULACION DEL LACTANTE,salud,salud
CA12I10374,BIO-OBTENCION DE NANOPARTICULAS DE SELENIO ENCAPSULADAS EN POLISACARIDOS PARA SU POTENCIAL USO COMO SUPLEMENTO ALIMENTARIO,salud,salud
CA12I10375,CARBONIZACION DE BIOMASA COMO SUSTITUTO DE CARBON MINERAL PARA GENERACION TERMOELECTRICA - HTC,otro,otro
CA12I10380,VIRTUALMARKET: ORGANIZACIONES VIRTUALES DE PROVEEDORES PARA IDENTIFICACION DINAMICA DE OPORTUNIDADES DE ASOCIATIVIDAD,otro,otro
CA12I10383,"CORTES, ESCISIONES Y HENDIDURAS CONTROLADAS PARA EL DESARROLLO ESPACIAL DE ESTRUCTURAS RESISTENTES DE MADERA SOLIDA CURVADA CON VAPOR.",otro,otro
EQM120003,"MEJORAMIENTO DE LAS CAPACIDADES DE LA UNIDAD DE MICROSCOPÌA

AVAZANDA",otro,otro
EQM120005,SISTEMA INTEGRADO DE CARACTERIZACION DE PARTICULAS FBRM-PVM,otro,otro
EQM120008,FORTALECIMIENTO DE LA SALA DE ANALISIS INSTRUMENTAL DEL INSTITUTO DE QUIMICA DE RECURSOS NATURALES,otro,otro
EQM120021,"PLAN DE MODERNIZACION PARA LA UNIDAD CENTRAL DE INSTRUMENTACION FQ-PUC: RMN 200 MHZ CLAVE EN LA FORMACION

DE RECURSOS HUMANOS PARA POST Y PREGRADO",otro,otro
EQM120026,"MEJORAMIENTO DEL EQUIPO DE CAPTURA DE MOVIMIENTO DE LA

ESCUELA DE PSICOLOGIA DE LA PUC",otro,otro
EQM120027,EXPANSION DEL LABORATORIO DE NEUROCIENCIAS COGNITIVAS,salud,salud
EQM120031,"IMPLEMENTACION DE SISTEMA PARA SEGUIMIENTO IN VIVO DE RELOJ

CIRCADIANO",salud,salud
EQM120032,BIOENERGETICA CELULAR,salud,salud
EQM120039,"BALANCE DE CARBONO Y PRODUCTIVIDAD DE LOS BOSQUES MILENARIOS

DE FITZROYA CUPRESSOIDES EN EL SUR DE CHILE, ANTE ESCENARIOS DE

CAMBIO CLIMATICO",otro,otro
EQM120045,SISTEMA DE DEPOSICION DE CAPAS ATOMICAS,otro,otro
EQM120059,"UNIDAD DE AISLAMIENTO Y CARACTERIZACION DE SUBPOBLACIONES

CELULARES IMPLICADAS EN PATOLOGIAS DE HUMANOS Y ANIMALES",salud,salud
EQM120061,"SISTEMA DE ENSAYOS CICLICOS EN SUELOS MEDIANTE COLUMNA

RESONANTE",otro,otro
EQM120063,"IMPLEMENTACION DE UNA PLATAFORMA DE ESPECTROSCOPIA

AVANZADA (DE ABSORCION Y DE FLUORESCENCIA EN TIEMPO REAL Y

DICROISMO CIRCULAR) PARA PROTEINAS Y PEPTIDOS",otro,otro
EQM120064,"INCORPORACION DE VARIABLES FISIOLOGICAS INSTANTANEAS DE PLANTA

Y FLUJO DE GASES DE SUELO PARA ANALISIS AVANZADOS DE

RESPUESTAS DE CRECIMIENTO, ADAPTACION Y DINAMICA AMBIENTAL",otro,otro
EQM120065,"MEJORAMIENTO DE EQUIPAMIENTO PARA DETECCION DE INTERMEDIARIOS

Y PRODUCTOS DE REACCION PARA LOS GRUPOS DE INVESTIGACION DE

CINETICA QUIMICA Y ELECTROQUIMICA DE LA UNIVERSIDAD DE

SANTIAGO DE CHILE",otro,otro
EQM120095,DIFRACTOMETRO DE RAYOS-X DE MONOCRISTAL,otro,otro
EQM120096,"CROMATOGRAFO DE GASES CON MASAS Y HEADPACES PARA EL GRUPO

DE CATALISIS HETEROGENEA",otro,otro
EQM120098,"LABORATORIO DE ESPECTROMETRIA DE MASAS CON PLASMA ACOPLADO

POR INDUCCION DE TIPO CUADRUPOLO (ICP-MSQ): UN LABORATORIO

ANALITICO INTEGRADO, MULTIDISCIPLINAR Y DE PROYECCION INTERNACIONAL",otro,otro
EQM120099,EQUIPO EEG-FMRI,salud,salud
EQM120104,"ADQUISICION DE UN ANALIZADOR DE N2O Y SUS ISOTOPOS PARA EL

MONTAJE EN SISTEMA DE MEDICION CONTINUOS Y DISCRETOS",otro,otro
EQM120111,EQUIPAMIENTO PARA SISTEMAS DE GENERACION HIBRIDA,otro,otro
EQM120113,"ESTABLECIMIENTO DE UNA PLATAFORMA DE ANALISIS TRANSCRIPTOMICO

BASADA EN MICROARREGLOS",salud,salud
EQM120114,"DESARROLLO DE UNA PLATAFORMA TECNOLOGICA PARA ANALISIS

CUANTITATIVO, CUALITATIVO Y DE DISTRIBUCION SUBCELULAR DE PROTEINAS.",salud,salud
EQM120121,"IMPLEMENTACION DE TECNOLOGIA DE PUNTA PARA LA CARACTERIZACION,

CUANTIFICACION Y/O AISLAMIENTO DE MOLECULAS DE ALTO INTERES EN

NUTRICION",salud,salud
EQM120127,"DESARROLLO DE UNA PLATAFORMA GENOMICAPARA EL ANALISIS DE

SECUENCIAS EN ANIMALES Y ARBOLES UTILIZANDO LA PLATAFORMA

ILLUMINA MISEQ",otro,otro
EQM120131,"IMPLEMENTACION DE UN LABORATORIO DE ENDOCRINOLOGIA PARA

ESPECIES DOMESTICAS",salud,salud
EQM120137,SEPARADOR DE CELULAS ACTIVADO POR FLURORESCENCIA,salud,salud
EQM120141,"PLATAFORMAS TECNOLOGICAS PARA FORMACION, INVESTIGACION E

INNOVACION EN AUTOMATIZACION Y ROBOTICA MINERA Y DE

CONSTRUCCION",otro,otro
EQM120148,"ULTRACENTRIFUGACION PARA LA DETECCION Y MANIPULACION DE VECTORES

VIRALES",salud,salud
